,id,longid,guid,name,entrytype,entrytype_text,description_short,rock_parent,,rock_parent2,,rock_root,rock_bgs_code,meteoritical_code
224,49847,1:1:49847:8,655bcaa0-1cb7-4c6c-a3d2-ee459ff2e974,Primitive achondrite meteorite,7,rock,"A meteorite that has lost its chondritic texture due to heating and partial melting, but still has nearly chondritic composition.",49514,,0,,1,,Achondrite-prim
19,49848,1:1:49848:7,d1b752a7-b1d7-4f74-80c3-fe0851448cca,Acapulcoite meteorite,7,rock,"Acapulcoites, named after the Acapulco, Mexico, fall of 1913, and lodranites, named after the Lodran, Pakistan, fall of 1868, are closely related, equigranular meteorites; acapulcoites are finer grained than lodranites and contain rare, relict chondrul...",49847,,0,,1,,Acapulcoite
48,49849,1:1:49849:6,f6346c2c-1459-4488-bb29-f7637f579ad2,Acapulcoite-lodranite meteorite,7,rock,A transitional type between acapulcoite and lodranite.,49848,,11263,,0,,Acapulcoite/lodranite
38,49850,1:1:49850:2,6d7e81e7-a557-47b8-b528-23f2e87f5f10,Brachinite meteorite,7,rock,"Primitive achondrite meteorites almost entirely made from olivine; the parent body might be the Nenetta Asteroid (289 Nenetta). Named after Brachina, a meteorite found in Australia in 1974.",49847,,50270,,1,,Brachinite
180,49851,1:1:49851:1,6a28a7e2-cf35-41e3-88a0-d7c0778da703,IAB complex iron meteorite,7,rock,Composed of meteoritic iron and silicate inclusions.,49847,,49962,,1,,"Iron, IAB complex"
204,49852,1:1:49852:0,9b7eb712-5927-426d-9d7a-79cc4174196e,IAB-MG iron meteorite,7,rock,An IAB complex iron meteorite belonging to the main group (MG).,49851,,0,,1,,"Iron, IAB-MG"
51,49853,1:1:49853:9,8a0d1e5e-4076-4b46-9ccf-ad726a45fc83,IAB-sLL iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, low-Ni subgroup (sLL) of the IAB complex.",49851,,0,,1,,"Iron, IAB-sLL"
68,49854,1:1:49854:8,0f8dbd86-4f55-42b3-8924-9b7097259ee8,IAB-sLM iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, medium-Ni subgroup (sLM) of the IAB complex.",49851,,0,,1,,"Iron, IAB-sLM"
28,49857,1:1:49857:5,670238da-2411-40fe-bedd-2862f0fdcaf6,IAB-sLH iron meteorite,7,rock,"An iron meteorite belonging to the low-Au, high-Ni subgroup (sLH) of the IAB complex.",49851,,0,,1,,"Iron, IAB-sLH"
0,49859,1:1:49859:3,84eff70a-e3b1-43c7-822f-c8bdd504a259,IAB-sHL iron meteorite,7,rock,"An iron meteorite belonging to the high-Au, low-Ni subgroup (sHL) of the IAB complex.",49851,,0,,1,,"Iron, IAB-sHL"
226,49861,1:1:49861:8,9590118b-a3a6-4d50-9996-91c4430f3ddb,IAB-sHH iron meteorite,7,rock,"An iron meteorite belonging to the high-Au, high-Ni subgroup (sHH) of the IAB complex.",49851,,0,,1,,"Iron, IAB-sHH"
75,49862,1:1:49862:7,e1ddf11a-2d0b-466d-98d6-d7ba980c8ca0,Ungrouped IAB iron meteorite,7,rock,An iron meteorite belonging to the IAB complex that does not fit into the known subgroups.,49851,,0,,0,,"Iron, IAB-ung"
62,49863,1:1:49863:6,373edc9f-6e69-42f0-8778-91005e37cef1,Anomalous IAB iron meteorite,7,rock,An IAB complex iron meteorite that has anomalous properties.,49851,,0,,0,,"Iron, IAB-an"
40,49864,1:1:49864:5,c954dccf-cc5a-4650-9c1a-945cfead3ceb,IIICD iron meteorite,7,rock,Composed dominantly of meteoritic iron and silicate inclusions.,49847,,49962,,1,,
148,49865,1:1:49865:4,94cfa9b3-cfbd-4cfa-821d-0127e95b617f,Lodranite-an meteorite,7,rock,An lodranite that has anomalous properties.,11263,,0,,0,,Lodranite-an
152,49866,1:1:49866:3,0d4ae1a8-b703-49f4-bf4c-45aabe185cb4,Ureilite meteorite,7,rock,"Ureilites, named after the Novo-Urei, Russia, fall of 1886, are ultramafic achondrites that contain interstitial carbon as graphite or diamond.  The majority consist of olivine + uninverted pigeonite.  In a few, the pyroxene is augite and/or orthopyrox...",49847,,0,,1,,Ureilite
50,49867,1:1:49867:2,1006c6b4-b228-4101-bccc-4c881ada20ad,Anomalous ureilite meteorite,7,rock,An achondrite belonging to the ureilite group with anomalous properties.,49866,,0,,0,,Ureilite-an
150,49868,1:1:49868:1,d3def1d9-2d4a-44d6-a73b-336a4a76a1e8,Polymict ureilite meteorite,7,rock,,49866,,0,,0,,Ureilite-pmict
177,49869,1:1:49869:0,16ec1ec5-5f1e-4b12-af52-d0f22d924dee,Winonaite meteorite,7,rock,"Winonaites, named after the Winona, Arizona, find of 1928, are equigranular rocks, some of which may contain relict chondrules, that have mineralogy and composition that are similar to chondrites.The mineral assemblage is more reduced than that of H ch...",49847,,0,,1,,Winonaite
70,49872,1:1:49872:4,6d312631-87d1-4c15-a4eb-0a50ad985bd7,Angrite meteorite,7,rock,"Angrites, named after the Angra dos Reis, Brazil, fall of 1869, are a relatively rare type of basaltic achondrite with low alkali contents, high Ca/Al ratios, and a distinctive mineral assemblage, generally including Al-Ca-Ti-rich pyroxene, Ca-rich pla...",50270,,0,,1,,Angrite
153,49873,1:1:49873:3,222eecfb-3b33-44fe-b185-5e0dde0aa465,Aubrite meteorite,7,rock,"Aubrites, named after the Aubres, France, fall of 1836, are enstatite achondrites. Most are breccias (Shallowater being a notable exception) containing igneous and impact-melted clasts.  Like enstatite chondrites, aubrites have highly reduced mineralog...",50270,,0,,1,,Aubrite
61,49876,1:1:49876:0,099d9c57-b065-4a60-b36b-bfb68da17a0a,Ungrouped enstatite-rich achondrite meteorite,7,rock,An enstatite-rich achondrite that is ungrouped.,50269,,0,,1,,Enst achon-ung
238,49877,1:1:49877:9,517e391d-5cb5-4e6c-b659-7535219dd111,HED achondrite meteorite,7,rock,A group of meteorites believed to have come from asteroid 4 Vesta.,50270,,0,,1,,
156,49878,1:1:49878:8,cb59f2f6-5e40-4466-8caf-e7e63ade0a3f,Howardite meteorite,7,rock,Howardites are an abundant group of polymict-breccia achondrites that appear to represent mixtures of eucrites and diogenites (these three linked groups are collectively known as HED meteorites and may come from asteroid 4 Vesta). The main minerals in ...,49877,,0,,1,,Howardite
20,49880,1:1:49880:3,ebf11e97-ae68-4cda-88b2-5ddafb80c623,Eucrite meteorite,7,rock,"Eucrites are the most abundant type of basaltic achondrite, linked by geochemical traits such as oxygen isotopic ratios and certain elemental ratios, of which Fe/Mn is the most widely cited. The main minerals in eucrites are Fe-rich pyroxene and Na-poo...",49877,,0,,1,,Eucrite
189,49888,1:1:49888:5,a4daa482-11aa-43cf-b3b4-23b0fcbd032e,Unbrecciated eucrite meteorite,7,rock,An achondrite from the eucrite group; the meteorite is unbrecciated.,49880,,0,,1,,Eucrite-unbr
16,49889,1:1:49889:4,67fcf4fb-a0a7-4cd5-b1fb-e30559327954,Diogenite meteorite,7,rock,"Diogenites are an abundant type of achondrite, linked by geochemical traits such as oxygen isotopic ratios and certain elemental ratios, of which Fe/Mn is the most widely cited. The dominant mineral in diogenites is orthopyroxene. The diogenites are st...",49877,,0,,1,,Diogenite
162,49898,1:1:49898:2,b0de4b52-a7de-4513-abfd-b2d01cbae916,Pallasite meteorite,7,rock,"A stony-iron meteorite composed essentially of large single glassy crystals of olivine (forsterite) embedded in a network of nickel-iron, with accessory troilite, chromite, phosphide, various phosphate minerals, and sometimes pyroxene. Pallasites are b...",50269,,49963,,1,,Pallasite
125,49899,1:1:49899:1,40f41c7d-0ab9-4a01-89d8-e8f004aed9a8,PMG pallasite meteorite,7,rock,"A pallasite belonging to the main chemical group. Metal compositions in all PMG are closely related to those in evolved IIIAB irons, and are generally consistent with their formation in the IIIAB parent asteroid. The O-isotope composition of their oliv...",49898,,0,,1,,"Pallasite, PMG"
25,49901,1:1:49901:5,478223e5-b3b2-4885-8c61-93eec6afc4e3,Anomalous PMG pallasite meteorite,7,rock,A PMG pallasite with anomalous properties (deviant metal composition or appreciably higher olivine Fa content).,49899,,0,,0,,"Pallasite, PMG-an"
187,49902,1:1:49902:4,14486dfe-4a57-402f-a2f1-e48fc020446e,PES pallasite meteorite,7,rock,"A grouplet named for a pallasite that was found near Eagle Station, Kentucky, in 1880. They all contain highly fragmented olivines, intermixed with small, irregular olivine splinters, in a nickel-iron matrix. Although their mineral assemblage is simila...",49898,,0,,1,,"Pallasite, PES"
23,49904,1:1:49904:2,08f67d9b-9568-4593-b01b-bdc64775df20,Pyroxene pallasite meteorite,7,rock,"A pallasite containing pyroxene as inclusions in the olivine crystals, as large grains in the nickel-iron matrix and as grains bordering the olivines.",49898,,0,,1,,
233,49905,1:1:49905:1,e9e2883f-7809-45b5-b5b1-5c47d0be3b53,Mesosiderite meteorite,7,rock,A brecciated meteorite containing subequal silicate (mostly igneous rock fragments) and metallic components.,50269,,49960,,1,,Mesosiderite
247,49906,1:1:49906:0,2cdcd01a-b928-4aed-a11f-f7a3054145ec,Mesosiderite-A meteorite,7,rock,A mesosiderite of petrologic class A.,49905,,0,,1,,Mesosiderite-A
22,49907,1:1:49907:9,ce72a259-7ef5-4ebe-96e3-9bef5c1adee4,Mesosiderite-A1 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 1.,49906,,0,,1,,Mesosiderite-A1
46,49908,1:1:49908:8,5c1e8d0c-c232-43e3-9b53-f7025c193245,Mesosiderite-A2 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 2.,49906,,0,,1,,Mesosiderite-A2
72,49909,1:1:49909:7,b5931cfb-5ac1-426e-a114-c92215530dae,Mesosiderite-A3 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 3.,49906,,0,,1,,Mesosiderite-A3
98,49910,1:1:49910:3,6b221571-0930-48db-a2b1-eef2d8698562,Mesosiderite-A4 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 4.,49906,,0,,1,,Mesosiderite-A4
1,49911,1:1:49911:2,d024057d-96d5-463e-84c6-f6a9d7076154,Anomalous mesosiderite meteorite,7,rock,A mesosiderite with anomalous properties.,49906,,0,,0,,Mesosiderite-an
123,49912,1:1:49912:1,a1d5370d-f10f-440b-a382-b5f8d3547ef6,Mesosiderite-B meteorite,7,rock,A mesosiderite of petrologic class B.,49905,,0,,1,,Mesosiderite-B
149,49913,1:1:49913:0,63882ec4-13c2-4ce6-8928-eec412727cc2,Mesosiderite-B1 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 1.,49912,,0,,1,,Mesosiderite-B1
174,49914,1:1:49914:9,3882da26-1afe-433b-8a85-136664511bce,Mesosiderite-B2 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 2.,49912,,0,,1,,Mesosiderite-B2
197,49915,1:1:49915:8,5b791908-d051-498f-8d4b-66200e3a3ada,Mesosiderite-B3 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 3.,49912,,0,,1,,Mesosiderite-B3
223,49916,1:1:49916:7,96bb9375-746c-48aa-8ebc-0a2630fddad8,Mesosiderite-B4 meteorite,7,rock,A mesosiderite of petrologic class B and metamorphic grade 4.,49912,,0,,1,,Mesosiderite-B4
234,49917,1:1:49917:6,6f50b8d4-b4f0-4965-8c9a-0c9703499d21,Mesosiderite-C meteorite,7,rock,A mesosiderite of petrologic class C.,49905,,0,,1,,Mesosiderite-C
8,49918,1:1:49918:5,5f6c1961-5756-4ced-8c57-83e8af52e973,Mesosiderite-C2 meteorite,7,rock,A mesosiderite of petrologic class C and metamorphic grade 2.,49917,,0,,1,,Mesosiderite-C2
133,49919,1:1:49919:4,8ac8bf0d-9743-4f21-8345-5e317fd40da6,Iron group meteorite,7,rock,A meteorite that is dominantly composed of Fe-Ni metal and that crystallized from a melt.,50269,,49960,,1,,
95,49920,1:1:49920:0,a78bf539-3d90-4712-9c3d-8f9024a8c017,IC iron meteorite,7,rock,An iron group meteorite of chemical group IC.,49919,,49961,,1,,"Iron, IC"
88,49921,1:1:49921:9,540c9c36-9fd6-4f73-95df-f72ed6075c50,Anomalous IC iron meteorite,7,rock,An IC iron meteorite with anomalous properties.,49920,,0,,0,,"Iron, IC-an"
120,49922,1:1:49922:8,1f20f4c4-2264-4016-9c85-a85c953ff439,IIAB iron meteorite,7,rock,An iron group meteorite of chemical group IIAB.,49919,,49961,,1,,"Iron, IIAB"
114,49923,1:1:49923:7,629ebd15-3754-47b8-8f09-4134607b0951,Anomalous IIAB iron meteorite,7,rock,An IIAB iron meteorite with anomalous properties.,49922,,0,,0,,"Iron, IIAB-an"
145,49924,1:1:49924:6,3fb9d5e2-b364-4299-aa1c-624733779014,IIC iron meteorite,7,rock,An iron group meteorite of chemical group IIC.,49919,,49961,,1,,"Iron, IIC"
169,49925,1:1:49925:5,7534d660-3f26-40b8-9b3f-ccb8e3de2d85,IID iron meteorite,7,rock,An iron group meteorite of chemical group IID.,49919,,49961,,1,,"Iron, IID"
138,49926,1:1:49926:4,7cadd355-7a3e-4cd3-ac07-ba6202fbd701,Anomalous IID iron meteorite,7,rock,An IID iron meteorite with anomalous properties.,49925,,0,,0,,"Iron, IID-an"
194,49927,1:1:49927:3,f77b36e2-da95-4f28-a8e4-52846e25b019,IIE iron meteorite,7,rock,An iron group meteorite of chemical group IIE.,49919,,49962,,1,,"Iron, IIE"
165,49928,1:1:49928:2,46878fe3-9ef3-4cd1-bc81-e30b6bc58500,Anomalous IIE iron meteorite,7,rock,An IIE iron meteorite with anomalous properties.,49927,,0,,0,,"Iron, IIE-an"
217,49929,1:1:49929:1,36970600-fadf-445f-8451-df43628f5843,IIF iron meteorite,7,rock,An iron group meteorite of chemical group IIF.,49919,,49961,,1,,"Iron, IIF"
17,49930,1:1:49930:7,dfe3f97c-13fa-4604-af14-3a2298f39cc5,IIIAB iron meteorite,7,rock,An iron group meteorite of chemical group IIIAB.,49919,,49961,,1,,"Iron, IIIAB"
190,49931,1:1:49931:6,c2267948-1277-4801-ac1d-7e6c29d50010,Anomalous IIIAB iron meteorite,7,rock,An IIIAB iron meteorite with anomalous properties.,49930,,0,,0,,"Iron, IIIAB-an"
55,49932,1:1:49932:5,2ec69de7-e3c0-4962-a4e2-02a593599f3c,IIIE iron meteorite,7,rock,An iron group meteorite of chemical group IIIE.,49919,,49961,,1,,"Iron, IIIE"
212,49933,1:1:49933:4,5ca9578f-f5e7-4dff-9696-38996f4c179c,Anomalous IIIE iron meteorite,7,rock,An IIIE iron meteorite with anomalous properties.,49932,,0,,0,,"Iron, IIIE-an"
81,49934,1:1:49934:3,952e7d7a-1bfd-44dd-8802-1deb34d76af8,IIIF iron meteorite,7,rock,An iron group meteorite of chemical group IIIF.,49919,,49961,,1,,"Iron, IIIF"
183,49935,1:1:49935:2,b97ddf32-93b2-4dfa-b664-5ae84f0aae23,IVA iron meteorite,7,rock,An iron group meteorite of chemical group IVA.,49919,,49961,,1,,"Iron, IVA"
229,49936,1:1:49936:1,cce2b356-52be-4bdb-a4a5-642d0889d53b,Anomalous IVA iron meteorite,7,rock,An IVA iron meteorite with anomalous properties.,49935,,0,,0,,"Iron, IVA-an"
205,49937,1:1:49937:0,77a222ef-0b68-4df8-87ea-ee2971792b10,IVB iron meteorite,7,rock,An iron group meteorite of chemical group IVB.,49919,,49961,,1,,"Iron, IVB"
185,49938,1:1:49938:9,7b6606ff-2a54-42cc-8771-71e5f0df91db,Martian achrondite meteorite,7,rock,A class of achronditic Martian meteorites.,50269,,0,,1,,Martian
74,49939,1:1:49939:8,3a904449-9db3-44d3-95ee-e9eebba3fa27,Shergottite meteorite,7,rock,A class of Martian meteorites comprising basalt and gabbro formed from subalkaline magmas.,49938,,0,,1,,Martian (shergottite)
14,49941,1:1:49941:3,7a501d46-7ffe-42c3-bd51-679fd46ed863,Basaltic shergottite meteorite,7,rock,A shergottite of basalt composition.,49939,,0,,1,,
186,49942,1:1:49942:2,d3dfe562-0ebc-4509-b159-47a99d97fa40,Olivine-phyric shergottite meteorite,7,rock,A shergottite with megacrystas of olivine,49939,,0,,1,,
218,49944,1:1:49944:0,a1ed6fa7-0e1e-49e0-925f-4762e19f660a,Lherzolitic shergottite meteorite,7,rock,"A shergottite, possibly with an olivine-gabbro source material.++",49939,,0,,1,,
58,49945,1:1:49945:9,e6fab993-759a-4ed5-9224-14f5dd5201ff,Nakhlite meteorite,7,rock,A clinopyroxenite composition Martian meteorite.,49938,,0,,1,,Martian (nakhlite)
179,49947,1:1:49947:7,f47c1f7b-29ba-46f9-b05e-67cf19c89202,Chassignite meteorite,7,rock,A dunite composition Martian meteorite.,49938,,48408,,1,,Martian (chassignite)
76,49950,1:1:49950:1,978e8e25-b66d-4b0d-8809-e61d97c93777,Anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily anorthositic.,50275,,0,,1,,Lunar (anorth)
215,49951,1:1:49951:0,6cd27a86-cee6-4ce1-8512-32de2c3322ca,Basaltic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of primarily basaltic lithologies.,49955,,0,,1,,Lunar (bas. breccia)
178,49952,1:1:49952:9,062fab5b-768e-461c-9195-c15e9113ca8c,Basaltic and anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that has both basaltic and anorthositic lithologies.,49955,,0,,1,,Lunar (bas/anor)
202,49953,1:1:49953:8,7c4e3dfb-d331-4731-808a-489935bee85b,Basaltic and gabbroic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of both basaltic and gabbroic lithologies.,49951,,0,,1,,Lunar (bas/gab brec)
67,49954,1:1:49954:7,27b42bee-6c8a-4969-987c-f0da316aaeca,Feldspathic breccia Lunar meteorite,7,rock,A lunar achondrite meteorite that is a breccia of primarily feldspathic lithologies.,50275,,0,,1,,Lunar (feldsp. breccia)
241,49955,1:1:49955:6,03b32744-29ca-4702-9ee4-bfa43a3e13ef,Basaltic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily basaltic.,50275,,0,,1,,Lunar (basalt)
94,49956,1:1:49956:5,96bbd174-9ca5-49c5-846a-c5d3e4dcc004,Gabbroic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily gabbroic.,50275,,0,,1,,Lunar (gabbro)
84,49957,1:1:49957:4,6fb24188-8a42-4e37-a49d-1c4b3f94bcf5,Noritic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily noritic.,50275,,0,,1,,Lunar (norite)
161,49958,1:1:49958:3,8b762edc-3f81-49d2-909f-fbbed2799346,Olivine-bearing gabbroic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily an olivine-bearing gabbro.,49956,,0,,1,,Lunar (olivine gabbro)
164,49959,1:1:49959:2,0409a6f4-4820-46ea-9b68-60541d64c351,Trocolitic anorthositic Lunar meteorite,7,rock,A lunar achondrite meteorite that is primarily made up of troctolitic anorthosite.,49950,,0,,1,,Lunar (troct. anorth.)
157,49960,1:1:49960:8,e1b31fb3-fa01-44b8-a385-8daab584a987,Iron meteorite,7,rock,Meteorites composed primarily of meteoritic iron - this is an alternative classification category.,49514,,0,,1,,Iron
109,49961,1:1:49961:7,d8f299ea-25ed-4111-b2a4-8f9b6ec3375b,Magmatic iron meteorite,7,rock,A meteorite that is dominantly composed of Fe-Ni metal and that crystallized from a melt.,49960,,0,,1,,
248,49962,1:1:49962:6,5f159f67-e8d4-4563-afbe-792b46b9a443,Primitive iron meteorite,7,rock,,49960,,0,,1,,
140,49963,1:1:49963:5,3e0403e5-bf88-4b43-8946-e250f3e3fdd8,Stony-iron meteorite,7,rock,,49514,,0,,1,,
243,50269,1:1:50269:2,57a5182b-1494-494b-8cbc-ae6003c29a34,Differentiated achondrite meteorite,7,rock,A stony meteorite that lacks chondrules and originated on a differentiated parent body.,49514,,0,,1,,
102,50270,1:1:50270:8,530765f7-c5d7-49fc-b7b3-412d686c2968,Asteroidal achondrite meteorite,7,rock,A stony meteorite that lacks chondrules and originated on an asteroid.,50269,,0,,1,,
173,50275,1:1:50275:3,5517bf65-d88b-49b0-a9ed-93e17744c7c1,Lunar achondrite meteorite,7,rock,,50269,,0,,1,,Lunar
113,51453,1:1:51453:6,814bf587-db28-4f8e-8476-31fe5c67ae09,Shock lithified impact regolith breccia,7,rock,Consolidated clastic impact debris breccia.,49091,,50222,,1,,
137,52197,1:1:52197:0,2c3e59d4-be7e-46c4-abce-6d96816be428,Orthopyroxene-rich Martian meteorite,7,rock,"An orthopyroxene-rich martian meteorite; this martian meteorite is not assigned to the shergottite, nakhlite, or chassignite types.",49938,,0,,0,,Martian (OPX)
160,52198,1:1:52198:9,ee8d8484-d5cc-457d-b67b-e3e353f6af31,Martian (basaltic breccia) meteorite,7,rock,"A martian meteorite that is a breccia dominantly composed of basaltic clasts; this martian meteorite is not assigned to the shergottite, nakhlite, or chassignite types.",49938,,0,,0,,Martian (basaltic breccia)
237,52201,1:1:52201:2,d70114ef-8181-471f-b016-d20501d4d4e0,Ungrouped Achondrite meteorite,7,rock,"A stony meteorite that lacks chondrules and originated on a differentiated parent body, which has been well-enough characterized to determine that it does not fit into any of the established groups.",50269,,0,,0,,Achondrite-ung
11,52202,1:1:52202:1,5451fa40-2062-40a9-924d-197e7eba6476,Ungrouped C chondrite meteorite,7,rock,A carbonaceous chondrite of unspecified petrologic type that is ungrouped.,49520,,0,,0,,C-ung
129,52204,1:1:52204:9,94eda33b-20ff-4675-8b40-01300d2c5507,CH/CBb chondrite meteorite,7,rock,A carbonaceous chondrite that is transitional between the CH group and the b-subgroup of the CB group,49539,,49538,,0,,CH/CBb
236,52209,1:1:52209:4,7aa36443-a701-492c-8e5b-b1bb8e655a08,R3-4 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 and type 4 components.,49835,,49836,,0,,R3-4
10,52210,1:1:52210:0,f303de6f-0ee9-4ed5-8ac7-17c7e5549a3a,R3-5 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 to type 5 components.,49835,,49837,,0,,R3-5
35,52211,1:1:52211:9,90f10627-1837-4eed-94e5-02e1b74c138e,R3-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 to type 6 components.,49835,,49838,,0,,R3-6
99,52212,1:1:52212:8,f54a971f-1549-49ff-8b08-7c73e8ca6d05,R3.4 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.4,49835,,0,,0,,R3.4
112,52215,1:1:52215:5,229cc810-cef2-4124-a715-8f9e3305fc42,R3.6 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.6,49835,,0,,0,,R3.6
139,52216,1:1:52216:4,0267ad86-fb1b-4af8-b019-330af9aaee03,R3.7 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.7,49835,,0,,0,,R3.7
163,52217,1:1:52217:3,53d6a36e-dc68-4ad4-8446-7e8502780ace,R3.8 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.8,49835,,0,,0,,R3.8
188,52220,1:1:52220:7,61e1e925-93c8-4105-9bbc-0f05c1d3128d,R3.9 chondrite meteorite,7,rock,An R chondrite of petrologic type 3.9,49835,,0,,0,,R3.9
213,52221,1:1:52221:6,67e84740-748d-4dfa-83bc-dc6daa3949b0,R3/4 chondrite meteorite,7,rock,An R chondrite that is either petrologic type 3 or type 4.,49835,,49836,,0,,R3/4
100,52222,1:1:52222:5,ccb96abf-4898-4b5a-a94d-7febe29ca594,R4-5 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 4 to type 5.,49836,,49837,,0,,R4-5
127,52223,1:1:52223:4,b57492cd-e6a9-49fd-9154-ce8065cc3755,R4-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 4 to type 6.,49836,,49838,,0,,R4-6
86,52224,1:1:52224:3,91bcd46b-39ee-4150-9038-e53b303128d7,R4/5 chondrite meteorite,7,rock,An R chondrite that is either petrologic type 4 or type 5.,49836,,49837,,0,,R4/5
101,52231,1:1:52231:3,f6b77399-b563-41e1-a291-abfb6f0a01f9,Ungrouped iron meteorite,7,rock,,49960,,0,,0,,"Iron, ungrouped"
249,52237,1:1:52237:7,7fe59a73-3984-4e98-8ec8-5840d8abee9a,Relict meteorite,7,rock,A highly altered object that is likely to have a meteoritic origin. These are dominantly (>95%) composed of secondary minerals formed from alteration after it landed.,49514,,0,,1,,Relict meteorite
201,52238,1:1:52238:6,ec668dd3-39e7-462f-9784-d0903d5338f6,Relict H meteorite,7,rock,A relict meteorite that originated as an H group ordinary chondrite.,52237,,0,,0,,Relict H
225,52239,1:1:52239:5,0c9bd432-8ba9-4188-ac7e-8b2e55ecb90b,Relict iron meteorite,7,rock,A relict meteorite that originated as an iron meteorite.,52237,,0,,0,,Relict iron
24,52240,1:1:52240:1,d184b130-7ff1-4dd3-b312-8865566fe78b,Relict OC meteorite,7,rock,A relict meteorite that originated as an ordinary chondrite.,52237,,0,,0,,Relict OC
49,52241,1:1:52241:0,e199225c-8084-41d3-86c4-bc55387c0047,Relict ureilite meteorite,7,rock,A relict meteorite that originated as a ureilite.,52237,,0,,0,,Relict ureilite
214,52369,1:1:52369:5,d839986c-5e8b-4625-9b70-973443768710,Unclassified stony meteorite,7,rock,A stony meteorite that has not yet been classified.,49514,,0,,0,,Stone-uncl
239,52370,1:1:52370:1,8bf432d8-8397-453b-9d85-79155c8cb6f4,IIG iron meteorite,7,rock,An iron meteorite belonging to chemical group IIG,49919,,0,,0,,"Iron, IIG"
128,52371,1:1:52371:0,d1b5813a-1548-49ab-a2d5-9d051b68dd0b,Ungrouped pallasite meteorite,7,rock,"A pallasite that is neither a member of the main group nor the Eagle Station grouplet, and is therefore ungrouped.",49898,,0,,0,,"Pallasite, ungrouped"
93,52372,1:1:52372:9,5ec905dc-67db-44ab-a287-cdbae708e6e4,Anomalous aubrite meteorite,7,rock,An aubrite with certain anomalous properties.,49873,,0,,0,,Aubrite-an
200,52373,1:1:52373:8,79db03ac-1c59-4104-9468-d3c92ae02bc7,Possible iron meteorite,7,rock,A possible iron meteorite that has not been classified.,49960,,0,,0,,Iron?
110,52374,1:1:52374:7,99ac4188-a89b-44d3-b93e-1f774f425586,OC3 chondrite meteorite,7,rock,"An ordinary chondrite, not yet assigned to a group, that is petrologic type 3.",49581,,0,,0,,OC3
175,52393,1:1:52393:2,ef6667bf-58da-4115-9c4c-0a63fee588e5,Possible IAB complex iron meteorite,7,rock,An iron meteorite that may belong to the IAB complex.,49851,,0,,0,,"Iron, IAB?"
206,52394,1:1:52394:1,36be94ff-1d76-46df-866f-535d7219b2a4,LL7 chondrite meteorite,7,rock,An ordinary chondrite from the LL group that is petrologic type 7. Note: Type 7 designates chondrites which have been metamorphosed to nearly the point of melting. Minerals are equilibrated and chondrules are indistinct or absent. This term is not u�,49745,,0,,0,,LL7
2,52720,1:1:52720:2,eb725fe2-ac12-4573-86da-70abb0505242,Catarinite,7,rock,An obsolete term for an iron meteorite remarkable for a high proportion of nickel.,49960,,0,,0,,
126,52787,1:1:52787:7,532dd245-218a-4f4c-92b7-730e1d236c71,Ataxite,7,rock,Ataxites are a structural class of iron meteorites with a high nickel content and show no Widmanstätten patterns upon etching. Ataxites are the most nickel-rich meteorites known; they usually contain over 18% nickel. The high nickel content is the rea...,49960,,0,,0,,
136,54116,1:1:54116:9,fafc65db-e1d2-4db0-95aa-008ed6931247,Octahedrite (meteorite),7,rock,"Octahedrite is a historical classification for iron meteorites based on structure. It shows a Widmanstätten pattern of kamacite exsolution lamellae out of taenite. See also octahedrite (of Werner), a synonym of anatase.",49960,,0,,0,,
12,54117,1:1:54117:8,e50d7341-1e6d-423c-96e6-f25cf34417b2,Hexahedrite,7,rock,"An older structural classification of iron meteorites based on the absence of the Widmanstätten pattern, which can be assessed from the appearance of polished cross-sections that have been etched with acid. They have a low  abundance of nickel relative...",49960,,0,,0,,
