,id,longid,guid,name,entrytype,entrytype_text,description_short,rock_parent,rock_parent2,rock_root,rock_bgs_code,meteoritical_code
0,49089,1:1:49089:2,1651c429-562f-4d79-bc33-1d0ab9b3e2e7,Multiple impact impactite,7,rock,Impactites resulting from multiple collisions (eg on the moon or asteroids.),49077,0,1,,
